FirstName,LastName,ProductName,Price,Quantity,TotalPrice,OrderDate
Serkan,Aydın,Tam Buğday Ekmeği,163.7,1,163.7,2024-06-30
Selin,Doğan,Kıymalı Börek,466.32,2,932.64,2024-03-11
Hüseyin,Kara,Revani,487.18,5,2435.9,2024-01-11
Murat,Özkan,Çikolatalı Kurabiye,49.6,4,198.4,2024-06-19
Yusuf,Arslan,Poğaça,197.97,6,1187.82,2024-02-02
Kemal,Taş,Patatesli Börek,338.96,4,1355.84,2024-06-23
Cem,Demir,Peynirli Börek,84.44,4,337.76,2024-02-25
Fatma,Erdoğan,Çavdar Ekmeği,179.01,3,537.03,2024-06-16
Fatma,Güneş,Kıymalı Börek,323.62,5,1618.1,2024-05-04
Hüseyin,Özkan,Köy Ekmeği,344.29,5,1721.45,2024-02-14
Hüseyin,Koç,Tam Buğday Ekmeği,352.95,6,2117.7,2024-04-04
Hasan,Yılmaz,Yaş Pasta,139.28,2,278.56,2024-05-17
Emine,Kılıç,Poğaça,163.5,9,1471.5,2024-06-01
Zeynep,Tekin,Çikolatalı Pasta,484.43,6,2906.58,2024-05-11
Rabia,Özkan,Tereyağlı Kurabiye,425.55,8,3404.4,2024-07-26
Rabia,Güneş,Revani,334.22,5,1671.1,2024-09-12
Cem,Polat,Kazandibi,277.46,6,1664.76,2024-08-11
Ahmet,Şahin,Açma,214.62,4,858.48,2024-03-12
Cem,Yılmaz,Simit,432.49,4,1729.96,2024-03-11
Zeynep,Taş,Patatesli Börek,45.73,6,274.38,2024-06-24
Mehmet,Yıldız,Kıymalı Börek,162.31,5,811.55,2024-06-01
Ali,Koç,Kuru Pasta,290.2,8,2321.6,2024-08-04
Emine,Özkan,Su Böreği,71.93,8,575.44,2024-03-17
Ayşe,Doğan,Pastane Kurabiyesi,446.0,7,3122.0,2024-07-05
Hatice,Öztürk,Poğaça,185.26,6,1111.56,2024-04-08
Ahmet,Doğan,Kıymalı Börek,100.89,4,403.56,2024-07-23
Ayşe,Öztürk,Çikolatalı Pasta,449.85,7,3148.95,2024-02-16
Kemal,Arslan,Şöbiyet,102.65,6,615.9,2024-03-01
Yusuf,Kara,Yaş Pasta,15.49,9,139.41,2024-04-13
Ahmet,Yıldız,Sarma,133.5,6,801.0,2024-02-05
Cem,Yıldız,Çavdar Ekmeği,379.1,6,2274.6,2024-04-30
Serkan,Yılmaz,Kuru Pasta,120.89,8,967.12,2024-01-17
Selin,Çelik,Kıymalı Börek,271.75,8,2174.0,2024-05-22
Zeynep,Aksoy,Peynirli Börek,254.13,7,1778.91,2024-01-14
Cem,Yılmaz,Çikolatalı Pasta,273.69,7,1915.83,2024-04-16
Ayşe,Taş,Yaş Pasta,493.51,10,4935.1,2024-05-18
Emine,Demir,Köy Ekmeği,382.56,7,2677.92,2024-06-18
Rabia,Taş,Şöbiyet,455.57,7,3188.99,2024-04-11
Hasan,Öztürk,Revani,127.34,6,764.04,2024-05-22
Yusuf,Özkan,Şöbiyet,424.46,5,2122.3,2024-04-03
Emine,Taş,Sarma,207.01,3,621.03,2024-01-10
Murat,Tekin,Sarma,76.49,6,458.94,2024-05-04
Elif,Özkan,Kıymalı Börek,426.46,1,426.46,2024-07-30
Elif,Öztürk,Su Böreği,420.55,7,2943.85,2024-01-28
Ahmet,Yılmaz,Sarma,401.83,7,2812.81,2024-02-14
Ahmet,Çelik,Çikolatalı Kurabiye,279.55,7,1956.85,2024-03-19
Serkan,Erdoğan,Kazandibi,413.93,6,2483.58,2024-05-11
Yusuf,Polat,Poğaça,156.49,6,938.94,2024-09-23
Emine,Yılmaz,Kuru Pasta,409.66,8,3277.28,2024-03-11
Selin,Yavuz,Açma,328.97,2,657.94,2024-02-29
Aslı,Demir,Köy Ekmeği,257.24,10,2572.4,2024-03-08
Aslı,Erdoğan,Patatesli Börek,334.29,2,668.58,2024-01-02
Serkan,Yılmaz,Peynirli Börek,316.18,1,316.18,2024-08-13
Hatice,Demir,Şöbiyet,342.37,7,2396.59,2024-02-22
Rabia,Polat,Sarma,285.3,9,2567.7,2024-06-20
Mehmet,Öztürk,Peynirli Börek,467.6,9,4208.4,2024-04-12
Aslı,Yılmaz,Revani,303.3,3,909.9,2024-06-29
Onur,Kılıç,Tereyağlı Kurabiye,172.58,5,862.9,2024-08-18
Zeynep,Aydın,Kuru Pasta,294.62,3,883.86,2024-02-19
Aslı,Yılmaz,Tereyağlı Kurabiye,341.47,1,341.47,2024-04-05
Fatma,Yavuz,Yaş Pasta,192.67,10,1926.7,2024-01-11
Yusuf,Yıldız,Kıymalı Börek,320.78,5,1603.9,2024-03-21
Hasan,Öztürk,Kuru Pasta,443.31,4,1773.24,2024-07-09
Murat,Taş,Simit,392.25,1,392.25,2024-03-14
Onur,Kara,Şöbiyet,208.76,2,417.52,2024-09-18
Hatice,Özkan,Sütlaç,454.7,6,2728.2,2024-02-10
Zeynep,Taş,Simit,219.86,7,1539.02,2024-05-28
Aslı,Kılıç,Kıymalı Börek,70.98,5,354.9,2024-05-31
Rabia,Öztürk,Patatesli Börek,306.63,9,2759.67,2024-07-16
Hasan,Doğan,Poğaça,297.38,9,2676.42,2024-04-27
Zeynep,Güneş,Meyveli Pasta,177.93,7,1245.51,2024-04-17
Emine,Kılıç,Açma,367.11,8,2936.88,2024-06-07
Ahmet,Yavuz,Sütlaç,284.93,10,2849.3,2024-05-17
Selin,Koç,Kuru Pasta,274.84,4,1099.36,2024-02-27
Rabia,Aydın,Simit,273.37,9,2460.33,2024-09-10
Hatice,Yılmaz,Kuru Pasta,285.9,8,2287.2,2024-07-23
Cem,Öztürk,Yaş Pasta,415.87,1,415.87,2024-01-21
Aslı,Arslan,Çikolatalı Pasta,118.51,7,829.57,2024-04-10
Serkan,Taş,Çikolatalı Pasta,63.22,9,568.98,2024-01-17
Aslı,Kara,Tereyağlı Kurabiye,434.39,7,3040.73,2024-06-16
Selin,Öztürk,Poğaça,283.8,6,1702.8,2024-07-09
Ayşe,Aydın,Tam Buğday Ekmeği,430.54,5,2152.7,2024-07-24
Ali,Öztürk,Kıymalı Börek,493.13,7,3451.91,2024-08-01
Fatma,Erdoğan,Revani,72.7,9,654.3,2024-03-04
Murat,Koç,Karamelli Pasta,231.57,8,1852.56,2024-05-03
Ali,Doğan,Tereyağlı Kurabiye,284.87,6,1709.22,2024-08-02
Yusuf,Aydın,Meyveli Pasta,427.87,9,3850.83,2024-08-06
Ahmet,Taş,Tereyağlı Kurabiye,152.12,1,152.12,2024-02-04
Hüseyin,Aksoy,Kadayıf,312.13,6,1872.78,2024-02-10
Serkan,Tekin,Kazandibi,446.16,10,4461.6,2024-01-13
Ali,Yılmaz,Meyveli Pasta,445.99,4,1783.96,2024-04-02
Ayşe,Tekin,Poğaça,186.04,10,1860.4,2024-08-23
Onur,Kara,Ispanaklı Börek,303.25,1,303.25,2024-06-24
Aslı,Yıldız,Su Böreği,461.41,4,1845.64,2024-06-23
Hüseyin,Aydın,Çikolatalı Pasta,483.21,6,2899.26,2024-07-09
Hasan,Çelik,Şöbiyet,135.05,8,1080.4,2024-01-30
Murat,Çelik,Çikolatalı Pasta,135.79,3,407.37,2024-05-07
Kemal,Güneş,Şöbiyet,100.85,7,705.95,2024-07-19
Mehmet,Erdoğan,Çikolatalı Pasta,466.86,9,4201.74,2024-07-31
Fatma,Kara,Yaş Pasta,58.93,9,530.37,2024-05-28
Kemal,Kara,Açma,352.33,2,704.66,2024-01-11
Murat,Demir,Pastane Kurabiyesi,102.93,4,411.72,2024-07-05
Yusuf,Aydın,Kazandibi,22.39,4,89.56,2024-04-03
Onur,Kılıç,Patatesli Börek,322.91,9,2906.19,2024-06-14
Ali,Koç,Ispanaklı Börek,57.66,6,345.96,2024-01-03
Emine,Erdoğan,Çikolatalı Kurabiye,100.57,9,905.13,2024-01-05
Zeynep,Doğan,Kıymalı Börek,413.09,9,3717.81,2024-09-19
Fatma,Koç,Patatesli Börek,334.92,4,1339.68,2024-02-19
Yusuf,Erdoğan,Açma,235.26,1,235.26,2024-07-20
Aslı,Güneş,Tereyağlı Kurabiye,209.39,5,1046.95,2024-09-10
Kemal,Çelik,Kazandibi,409.85,5,2049.25,2024-08-09
Zeynep,Koç,Kazandibi,164.55,4,658.2,2024-01-13
Serkan,Yavuz,Su Böreği,239.8,8,1918.4,2024-02-23
Kemal,Polat,Pastane Kurabiyesi,361.81,2,723.62,2024-08-15
Cem,Arslan,Köy Ekmeği,38.76,9,348.84,2024-07-07
Murat,Özkan,Çikolatalı Pasta,466.04,7,3262.28,2024-05-14
Hatice,Kılıç,Tereyağlı Kurabiye,380.71,7,2664.97,2024-06-21
Hatice,Polat,Yaş Pasta,396.58,4,1586.32,2024-01-05
Hüseyin,Polat,Su Böreği,257.42,3,772.26,2024-08-09
Fatma,Demir,Kazandibi,26.67,4,106.68,2024-02-20
Ahmet,Koç,Kadayıf,489.74,4,1958.96,2024-06-04
Yusuf,Yılmaz,Patatesli Börek,354.44,4,1417.76,2024-04-14
Mehmet,Özkan,Karamelli Pasta,446.07,4,1784.28,2024-03-24
Hüseyin,Özkan,Karamelli Pasta,137.05,1,137.05,2024-01-30
Zeynep,Şahin,Yaş Pasta,222.45,10,2224.5,2024-08-06
Rabia,Demir,Baklava,83.83,9,754.47,2024-01-29
Hasan,Aksoy,Köy Ekmeği,36.87,8,294.96,2024-02-06
Rabia,Koç,Pastane Kurabiyesi,421.19,8,3369.52,2024-08-04
Hüseyin,Koç,Meyveli Pasta,175.7,8,1405.6,2024-02-04
Ayşe,Öztürk,Şöbiyet,349.82,7,2448.74,2024-02-22
Zeynep,Koç,Yaş Pasta,95.62,6,573.72,2024-01-17
Hatice,Çelik,Poğaça,321.02,4,1284.08,2024-08-20
Ali,Güneş,Baklava,119.32,7,835.24,2024-09-14
Fatma,Kılıç,Kıymalı Börek,296.1,7,2072.7,2024-07-18
Kemal,Arslan,Kadayıf,179.3,8,1434.4,2024-08-19
Mehmet,Çelik,Pastane Kurabiyesi,292.37,9,2631.33,2024-08-12
Ayşe,Kara,Su Böreği,177.81,5,889.05,2024-04-24
Kemal,Erdoğan,Patatesli Börek,370.63,2,741.26,2024-06-18
Hüseyin,Yavuz,Tereyağlı Kurabiye,467.37,6,2804.22,2024-05-11
Elif,Özkan,Meyveli Pasta,147.02,10,1470.2,2024-09-15
Hasan,Aksoy,Çikolatalı Pasta,169.43,9,1524.87,2024-09-09
Onur,Yıldız,Peynirli Börek,142.74,10,1427.4,2024-03-08
Hatice,Tekin,Çikolatalı Pasta,457.35,2,914.7,2024-09-25
Selin,Aksoy,Sütlaç,336.05,6,2016.3,2024-07-28
Kemal,Polat,Çikolatalı Pasta,341.17,8,2729.36,2024-09-07
Hasan,Demir,Poğaça,215.49,3,646.47,2024-06-05
Serkan,Tekin,Peynirli Börek,248.76,3,746.28,2024-02-01
Ahmet,Özkan,Ispanaklı Börek,459.96,4,1839.84,2024-07-14
Ayşe,Güneş,Çikolatalı Pasta,245.96,3,737.88,2024-06-11
Ayşe,Polat,Çikolatalı Kurabiye,85.61,6,513.66,2024-04-01
Hasan,Demir,Su Böreği,476.52,2,953.04,2024-08-22
Yusuf,Güneş,Revani,324.14,1,324.14,2024-05-28
Kemal,Yıldız,Meyveli Pasta,340.88,8,2727.04,2024-07-23
Ali,Demir,Sarma,330.03,9,2970.27,2024-06-19
Ayşe,Öztürk,Kadayıf,246.55,1,246.55,2024-08-14
Ahmet,Demir,Meyveli Pasta,380.0,6,2280.0,2024-08-16
Murat,Çelik,Simit,184.14,4,736.56,2024-07-11
Aslı,Güneş,Çikolatalı Kurabiye,387.46,5,1937.3,2024-03-15
Mehmet,Güneş,Kazandibi,479.03,4,1916.12,2024-06-15
Hüseyin,Yavuz,Çavdar Ekmeği,294.94,2,589.88,2024-06-17
Selin,Kara,Peynirli Börek,93.7,7,655.9,2024-03-01
Ali,Aksoy,Simit,57.02,6,342.12,2024-03-19
Serkan,Öztürk,Meyveli Pasta,486.77,6,2920.62,2024-05-28
Ali,Güneş,Kuru Pasta,36.75,9,330.75,2024-05-09
Serkan,Aksoy,Baklava,315.99,9,2843.91,2024-08-01
Rabia,Demir,Karamelli Pasta,419.93,7,2939.51,2024-07-29
Emine,Taş,Kadayıf,351.94,1,351.94,2024-04-16
Ayşe,Taş,Köy Ekmeği,485.76,7,3400.32,2024-09-28
Zeynep,Aksoy,Sarma,292.27,4,1169.08,2024-03-02
Rabia,Yıldız,Çikolatalı Kurabiye,450.98,2,901.96,2024-01-05
Hüseyin,Yılmaz,Köy Ekmeği,396.06,4,1584.24,2024-09-06
Ayşe,Kara,Pastane Kurabiyesi,190.7,8,1525.6,2024-05-22
Hatice,Arslan,Sütlaç,53.54,3,160.62,2024-07-12
Hasan,Aydın,Sütlaç,349.34,10,3493.4,2024-07-31
Elif,Şahin,Şöbiyet,60.39,1,60.39,2024-08-10
Ahmet,Şahin,Köy Ekmeği,164.65,1,164.65,2024-08-27
Zeynep,Yıldız,Ispanaklı Börek,386.63,8,3093.04,2024-04-08
Aslı,Doğan,Tereyağlı Kurabiye,146.08,8,1168.64,2024-05-25
Selin,Demir,Poğaça,50.52,1,50.52,2024-01-16
Zeynep,Aksoy,Sütlaç,187.91,5,939.55,2024-03-09
Zeynep,Aksoy,Şöbiyet,293.02,5,1465.1,2024-07-08
Onur,Koç,Kazandibi,444.1,8,3552.8,2024-08-15
Selin,Özkan,Açma,29.95,4,119.8,2024-07-20
Aslı,Erdoğan,Kıymalı Börek,254.65,2,509.3,2024-08-21
Ayşe,Yıldız,Çavdar Ekmeği,236.09,4,944.36,2024-07-17
Zeynep,Çelik,Çavdar Ekmeği,478.74,6,2872.44,2024-04-12
Cem,Kılıç,Poğaça,476.08,2,952.16,2024-04-15
Selin,Kılıç,Sarma,206.73,2,413.46,2024-09-22
Selin,Güneş,Poğaça,204.71,10,2047.1,2024-03-19
Emine,Yavuz,Ispanaklı Börek,275.67,6,1654.02,2024-02-05
Selin,Arslan,Çikolatalı Kurabiye,109.95,7,769.65,2024-02-23
Hatice,Aksoy,Tereyağlı Kurabiye,129.93,6,779.58,2024-08-19
Serkan,Polat,Poğaça,26.12,8,208.96,2024-08-07
Yusuf,Öztürk,Sarma,418.05,6,2508.3,2024-09-17
Murat,Kılıç,Köy Ekmeği,417.35,8,3338.8,2024-01-30
Onur,Yıldız,Pastane Kurabiyesi,404.37,7,2830.59,2024-06-12
Rabia,Taş,Çikolatalı Pasta,448.4,1,448.4,2024-05-25
Mehmet,Aksoy,Tam Buğday Ekmeği,269.01,10,2690.1,2024-02-20
Kemal,Yılmaz,Kadayıf,147.0,4,588.0,2024-07-14
Fatma,Aydın,Sütlaç,309.83,10,3098.3,2024-09-09
Hatice,Şahin,Açma,365.95,5,1829.75,2024-08-05
Hüseyin,Koç,Meyveli Pasta,482.18,8,3857.44,2024-03-25
Cem,Yavuz,Meyveli Pasta,266.94,6,1601.64,2024-07-10
Fatma,Öztürk,Yaş Pasta,218.9,2,437.8,2024-01-19
Hasan,Şahin,Baklava,291.39,3,874.17,2024-09-01
Elif,Kılıç,Çikolatalı Pasta,222.86,6,1337.16,2024-05-28
Kemal,Aksoy,Sarma,115.69,3,347.07,2024-08-11
Selin,Güneş,Kuru Pasta,19.59,2,39.18,2024-05-03
Selin,Şahin,Pastane Kurabiyesi,423.43,9,3810.87,2024-05-22
Serkan,Öztürk,Karamelli Pasta,261.0,8,2088.0,2024-05-23
Ahmet,Polat,Köy Ekmeği,465.07,8,3720.56,2024-02-23
Onur,Kara,Peynirli Börek,213.98,5,1069.9,2024-03-02
Emine,Yılmaz,Patatesli Börek,97.14,2,194.28,2024-08-22
Mehmet,Öztürk,Tam Buğday Ekmeği,350.88,6,2105.28,2024-02-09
Cem,Şahin,Revani,438.43,8,3507.44,2024-02-24
Fatma,Şahin,Revani,343.92,9,3095.28,2024-06-24
Yusuf,Yıldız,Çikolatalı Pasta,439.98,9,3959.82,2024-06-10
Hüseyin,Güneş,Ispanaklı Börek,377.17,9,3394.53,2024-04-04
Murat,Aksoy,Peynirli Börek,211.74,3,635.22,2024-01-02
Selin,Çelik,Kıymalı Börek,204.02,9,1836.18,2024-04-07
Rabia,Koç,Kıymalı Börek,62.93,5,314.65,2024-08-09
Hüseyin,Aksoy,Kazandibi,251.34,6,1508.04,2024-01-13
Hatice,Yavuz,Su Böreği,90.89,9,818.01,2024-07-22
Emine,Kılıç,Köy Ekmeği,373.71,10,3737.1,2024-06-09
Murat,Şahin,Ispanaklı Börek,172.77,5,863.85,2024-04-09
Onur,Yıldız,Simit,457.86,10,4578.6,2024-07-29
Kemal,Demir,Tereyağlı Kurabiye,133.28,9,1199.52,2024-07-11
Kemal,Aydın,Şöbiyet,341.45,10,3414.5,2024-04-27
Serkan,Kara,Kuru Pasta,336.06,4,1344.24,2024-05-16
Aslı,Demir,Pastane Kurabiyesi,86.96,3,260.88,2024-05-23
Hatice,Kara,Peynirli Börek,350.22,1,350.22,2024-09-10
Ali,Çelik,Su Böreği,66.0,6,396.0,2024-08-12
Fatma,Şahin,Kadayıf,138.94,6,833.64,2024-09-18
Hatice,Koç,Sütlaç,302.19,3,906.57,2024-01-30
Mehmet,Yıldız,Yaş Pasta,387.3,3,1161.9,2024-01-12
Cem,Özkan,Revani,141.56,3,424.68,2024-07-23
Fatma,Polat,Çikolatalı Pasta,356.12,2,712.24,2024-08-06
Mehmet,Tekin,Ispanaklı Börek,99.21,9,892.89,2024-07-18
Elif,Kılıç,Kıymalı Börek,178.22,9,1603.98,2024-06-30
Murat,Aydın,Baklava,22.17,7,155.19,2024-02-09
Serkan,Güneş,Karamelli Pasta,330.73,2,661.46,2024-08-15
Serkan,Tekin,Su Böreği,119.97,5,599.85,2024-07-17
Fatma,Polat,Baklava,235.52,3,706.56,2024-09-29
Serkan,Yılmaz,Yaş Pasta,173.98,2,347.96,2024-09-24
Aslı,Güneş,Köy Ekmeği,216.3,3,648.9,2024-04-20
Hasan,Polat,Su Böreği,338.55,2,677.1,2024-03-31
Ahmet,Aksoy,Köy Ekmeği,286.41,8,2291.28,2024-02-07
Ahmet,Koç,Tereyağlı Kurabiye,123.51,1,123.51,2024-05-13
Cem,Güneş,Tam Buğday Ekmeği,179.69,2,359.38,2024-09-23
Onur,Kılıç,Kuru Pasta,468.75,6,2812.5,2024-01-04
Aslı,Doğan,Sarma,417.6,7,2923.2,2024-08-15
Emine,Taş,Karamelli Pasta,186.46,8,1491.68,2024-09-22
Ahmet,Erdoğan,Pastane Kurabiyesi,447.17,8,3577.36,2024-05-23
Ahmet,Polat,Çikolatalı Pasta,355.73,6,2134.38,2024-06-01
Hatice,Kara,Kazandibi,452.82,5,2264.1,2024-03-16
Serkan,Koç,Ispanaklı Börek,182.49,8,1459.92,2024-06-10
Hatice,Şahin,Pastane Kurabiyesi,225.82,9,2032.38,2024-02-10
Ahmet,Güneş,Sarma,53.36,3,160.08,2024-06-26
Zeynep,Taş,Yaş Pasta,153.95,10,1539.5,2024-09-06
Selin,Yılmaz,Kuru Pasta,192.16,2,384.32,2024-06-04
Aslı,Arslan,Baklava,219.24,8,1753.92,2024-08-04
Hatice,Koç,Tam Buğday Ekmeği,378.19,4,1512.76,2024-06-19
Serkan,Aksoy,Sarma,64.27,8,514.16,2024-07-01
Emine,Özkan,Meyveli Pasta,309.78,9,2788.02,2024-02-24
Hatice,Tekin,Pastane Kurabiyesi,492.61,3,1477.83,2024-03-18
Serkan,Doğan,Karamelli Pasta,121.39,1,121.39,2024-08-25
Hasan,Güneş,Çikolatalı Kurabiye,31.35,1,31.35,2024-05-11
Rabia,Aksoy,Şöbiyet,92.63,10,926.3,2024-09-02
Ali,Doğan,Tam Buğday Ekmeği,29.31,4,117.24,2024-09-29
Elif,Taş,Tereyağlı Kurabiye,326.25,5,1631.25,2024-02-03
Fatma,Erdoğan,Tam Buğday Ekmeği,346.76,2,693.52,2024-08-24
Aslı,Öztürk,Şöbiyet,454.97,1,454.97,2024-02-16
Emine,Doğan,Kuru Pasta,343.92,3,1031.76,2024-08-08
Emine,Erdoğan,Ispanaklı Börek,244.68,8,1957.44,2024-07-23
Ahmet,Yıldız,Pastane Kurabiyesi,286.97,7,2008.79,2024-03-14
Hasan,Şahin,Sütlaç,169.94,8,1359.52,2024-09-16
Hatice,Tekin,Sarma,340.85,6,2045.1,2024-05-15
Yusuf,Aksoy,Çavdar Ekmeği,473.34,2,946.68,2024-06-22
Ali,Yılmaz,Açma,198.28,6,1189.68,2024-04-21
Zeynep,Özkan,Sütlaç,102.67,9,924.03,2024-08-20
Serkan,Taş,Açma,235.58,2,471.16,2024-05-16
Mehmet,Güneş,Poğaça,235.07,2,470.14,2024-01-04
Ahmet,Koç,Poğaça,400.1,6,2400.6,2024-03-13
Mehmet,Taş,Simit,344.41,9,3099.69,2024-09-03
Ali,Koç,Simit,492.01,9,4428.09,2024-09-13
Yusuf,Aksoy,Karamelli Pasta,86.78,8,694.24,2024-03-05
Onur,Taş,Poğaça,81.85,5,409.25,2024-02-05
Onur,Taş,Kuru Pasta,191.53,5,957.65,2024-03-12
Hasan,Güneş,Peynirli Börek,133.23,9,1199.07,2024-08-13
Fatma,Kara,Su Böreği,172.92,4,691.68,2024-09-04
Hasan,Şahin,Yaş Pasta,185.55,2,371.1,2024-04-07
Emine,Öztürk,Çikolatalı Kurabiye,82.72,9,744.48,2024-08-31
Hasan,Koç,Baklava,110.49,8,883.92,2024-04-17
Serkan,Çelik,Su Böreği,93.58,10,935.8,2024-07-02
Rabia,Şahin,Çikolatalı Kurabiye,161.46,5,807.3,2024-04-07
Fatma,Demir,Sarma,327.84,1,327.84,2024-05-15
Mehmet,Erdoğan,Simit,175.0,2,350.0,2024-04-05
Kemal,Yıldız,Sarma,345.39,7,2417.73,2024-09-08
Aslı,Kara,Kıymalı Börek,108.88,1,108.88,2024-09-20
Selin,Güneş,Tereyağlı Kurabiye,432.21,7,3025.47,2024-02-01
Hatice,Doğan,Köy Ekmeği,72.65,3,217.95,2024-09-30
Hatice,Tekin,Baklava,142.19,10,1421.9,2024-07-12
Ali,Demir,Patatesli Börek,362.87,9,3265.83,2024-01-03
Serkan,Öztürk,Su Böreği,433.28,10,4332.8,2024-02-18
Elif,Koç,Tereyağlı Kurabiye,473.58,4,1894.32,2024-06-15
Cem,Yıldız,Peynirli Börek,117.34,3,352.02,2024-09-29
Onur,Özkan,Peynirli Börek,45.42,3,136.26,2024-03-03
Ali,Polat,Çikolatalı Kurabiye,25.82,8,206.56,2024-05-26
Hüseyin,Arslan,Şöbiyet,119.61,9,1076.49,2024-07-27
Kemal,Yılmaz,Tam Buğday Ekmeği,209.1,3,627.3,2024-06-19
Rabia,Aydın,Kıymalı Börek,432.5,2,865.0,2024-02-09
Kemal,Güneş,Şöbiyet,32.41,5,162.05,2024-06-07
Kemal,Doğan,Kuru Pasta,427.22,2,854.44,2024-01-07
Ali,Öztürk,Poğaça,173.28,6,1039.68,2024-09-17
Onur,Tekin,Karamelli Pasta,120.67,5,603.35,2024-03-08
Aslı,Şahin,Kuru Pasta,300.66,9,2705.94,2024-04-19
Yusuf,Yavuz,Tereyağlı Kurabiye,305.34,1,305.34,2024-04-09
Murat,Aksoy,Karamelli Pasta,139.7,5,698.5,2024-05-27
Hüseyin,Aksoy,Poğaça,291.09,9,2619.81,2024-04-12
Serkan,Aksoy,Yaş Pasta,381.7,9,3435.3,2024-08-22
Hatice,Aydın,Çikolatalı Pasta,47.05,2,94.1,2024-06-23
Ali,Polat,Kadayıf,217.28,4,869.12,2024-01-29
Hasan,Güneş,Kıymalı Börek,471.75,3,1415.25,2024-01-21
Emine,Güneş,Köy Ekmeği,425.15,2,850.3,2024-05-04
Cem,Güneş,Kadayıf,227.42,6,1364.52,2024-04-29
Hüseyin,Yavuz,Kıymalı Börek,454.73,7,3183.11,2024-02-25
Emine,Aksoy,Karamelli Pasta,436.52,5,2182.6,2024-08-06
Zeynep,Özkan,Revani,392.39,1,392.39,2024-03-27
Onur,Taş,Su Böreği,261.27,6,1567.62,2024-09-20
Mehmet,Kılıç,Meyveli Pasta,196.55,9,1768.95,2024-01-22
Emine,Taş,Simit,309.64,1,309.64,2024-09-28
Hatice,Yavuz,Revani,435.23,1,435.23,2024-02-27
Onur,Aydın,Karamelli Pasta,408.64,2,817.28,2024-04-22
Kemal,Aksoy,Simit,207.87,7,1455.09,2024-06-24
Kemal,Tekin,Patatesli Börek,266.26,6,1597.56,2024-09-16
Hüseyin,Yıldız,Sarma,429.27,1,429.27,2024-04-05
Hasan,Özkan,Yaş Pasta,243.59,4,974.36,2024-02-01
Mehmet,Koç,Karamelli Pasta,232.18,6,1393.08,2024-03-15
Ahmet,Taş,Revani,163.71,5,818.55,2024-09-16
Murat,Koç,Revani,220.19,4,880.76,2024-03-15
Rabia,Aksoy,Çavdar Ekmeği,209.56,8,1676.48,2024-05-13
Yusuf,Arslan,Pastane Kurabiyesi,445.24,6,2671.44,2024-04-05
Aslı,Aksoy,Poğaça,87.95,9,791.55,2024-06-27
Zeynep,Şahin,Kazandibi,200.5,6,1203.0,2024-03-20
Cem,Erdoğan,Karamelli Pasta,27.17,6,163.02,2024-03-09
Yusuf,Çelik,Sütlaç,460.74,7,3225.18,2024-07-13
Aslı,Şahin,Peynirli Börek,323.89,4,1295.56,2024-06-22
Ali,Doğan,Çikolatalı Kurabiye,77.47,8,619.76,2024-05-12
Elif,Koç,Şöbiyet,351.3,9,3161.7,2024-06-09
Onur,Taş,Ispanaklı Börek,490.55,10,4905.5,2024-05-19
Hatice,Çelik,Çavdar Ekmeği,426.28,1,426.28,2024-05-05
Hatice,Özkan,Poğaça,126.7,1,126.7,2024-04-18
Onur,Erdoğan,Kadayıf,440.13,6,2640.78,2024-07-13
Hüseyin,Taş,Baklava,262.13,6,1572.78,2024-06-07
Serkan,Güneş,Pastane Kurabiyesi,15.9,10,159.0,2024-05-13
Murat,Doğan,Baklava,407.06,7,2849.42,2024-06-02
Hasan,Kara,Su Böreği,353.33,10,3533.3,2024-09-19
Selin,Yıldız,Tam Buğday Ekmeği,219.06,4,876.24,2024-06-26
Hatice,Çelik,Karamelli Pasta,490.51,6,2943.06,2024-06-05
Ayşe,Erdoğan,Köy Ekmeği,54.38,1,54.38,2024-03-14
Murat,Polat,Poğaça,112.59,10,1125.9,2024-04-18
Emine,Polat,Ispanaklı Börek,230.15,10,2301.5,2024-07-09
Ali,Yılmaz,Pastane Kurabiyesi,305.97,2,611.94,2024-03-19
Ali,Demir,Ispanaklı Börek,197.51,8,1580.08,2024-03-02
Yusuf,Arslan,Şöbiyet,101.39,6,608.34,2024-09-05
Aslı,Doğan,Köy Ekmeği,46.08,2,92.16,2024-07-20
Ahmet,Yavuz,Poğaça,28.8,10,288.0,2024-06-19
Zeynep,Şahin,Karamelli Pasta,382.36,4,1529.44,2024-05-09
Serkan,Güneş,Tam Buğday Ekmeği,22.64,9,203.76,2024-02-10
Rabia,Öztürk,Kazandibi,72.89,9,656.01,2024-04-28
Zeynep,Taş,Çikolatalı Pasta,320.24,9,2882.16,2024-03-19
Ahmet,Erdoğan,Patatesli Börek,488.25,2,976.5,2024-09-24
Serkan,Aksoy,Su Böreği,259.52,10,2595.2,2024-06-12
Cem,Şahin,Baklava,76.27,4,305.08,2024-05-09
Emine,Yıldız,Yaş Pasta,260.52,3,781.56,2024-08-30
Ayşe,Çelik,Patatesli Börek,216.32,2,432.64,2024-08-19
Cem,Polat,Sütlaç,467.02,6,2802.12,2024-04-25
Ayşe,Tekin,Karamelli Pasta,308.28,8,2466.24,2024-07-29
Emine,Kara,Su Böreği,292.26,9,2630.34,2024-09-17
Zeynep,Aydın,Simit,206.21,10,2062.1,2024-09-08
